evaluations,elapsed_seconds,best_quality,feasible_fraction
9216,16.063327232,1.1340938374660843,0.9140625
9344,16.283872667,1.1340938374660843,0.921875
9472,16.512963519,1.1340938374660843,0.890625
9600,16.739549141,1.1340938374660843,0.90625
9728,16.961118956,1.1340938374660843,0.890625
9856,17.183784805,1.1340938374660843,0.9296875
9984,17.412979109,1.1340938374660843,0.9296875
10112,17.633590673,1.1340938374660843,0.90625
10240,17.852097178,1.1340938374660843,0.90625
10368,18.092936167,1.1340938374660843,0.953125
10496,18.309105027,1.1340938374660843,0.9765625
10624,18.530111247,1.1340938374660843,0.9296875
10752,18.754816027,1.1340938374660843,0.921875
10880,18.980451564,1.1340938374660843,0.890625
11008,19.198056817,1.1340938374660843,0.9375
11136,19.425161632,1.1340938374660843,0.9375
11264,19.652997811,1.1340938374660843,0.9140625
11392,19.880542275,1.1340938374660843,0.9140625
11520,20.116639364,1.1340938374660843,0.9375
11648,20.336916803,1.1340938374660843,0.890625
11776,20.559402344,1.1340938374660843,0.8828125
11904,20.786508799,1.1340938374660843,0.90625
12032,21.011291998,1.1340938374660843,0.90625
12160,21.245951704,1.1326601185984178,0.9453125
12288,21.468480826,1.1326601185984178,0.9609375
12416,21.69395602,1.1326601185984178,0.90625
12544,21.915536811,1.1326601185984178,0.921875
12672,22.139051604,1.1326601185984178,0.9453125
12800,22.364464629,1.1326601185984178,0.875
12928,22.590731845,1.1326601185984178,0.9375
13056,22.817502916,1.1326601185984178,0.9375
13184,23.038781487,1.1326601185984178,0.921875
13312,23.256965692,1.1326601185984178,0.8671875
13440,23.488354026,1.1326601185984178,0.8828125
13568,23.711618503,1.1326601185984178,0.9140625
13696,23.940555548,1.1326601185984178,0.9375
13824,24.161869163,1.1326601185984178,0.9453125
13952,24.387716312,1.1326601185984178,0.9140625
14080,24.618009041,1.1326601185984178,0.8828125
14208,24.838275416,1.124387116318561,0.90625
14336,25.062334996,1.124387116318561,0.953125
14464,25.303940273,1.124387116318561,0.8984375
14592,25.532716147,1.124387116318561,0.9453125
14720,25.760937882,1.124387116318561,0.9453125
14848,25.987707439,1.124387116318561,0.9375
14976,26.211093095,1.124387116318561,0.8984375
15104,26.443903814,1.124387116318561,0.90625
15232,26.667962375,1.124387116318561,0.890625
15360,26.893597853,1.124387116318561,0.9140625
15488,27.117720083,1.124387116318561,0.921875
15616,27.340022119,1.1228288466509417,0.9453125
15744,27.557309509,1.1228288466509417,0.9296875
15872,27.783564073,1.1228288466509417,0.9609375
16000,28.01655618,1.1228288466509417,0.9375
16128,28.236297478,1.1227100681623436,0.9453125
16256,28.45651915,1.1227100681623436,0.9375
16384,28.679568995,1.122602840624698,0.90625
16512,28.90892933,1.122602840624698,0.953125
16640,29.132982181,1.122602840624698,0.9453125
16768,29.353542722,1.122602840624698,0.9375
16896,29.573863499,1.1169816820278193,0.9296875
17024,29.796831711,1.1169816820278193,0.9375
17152,30.016113295,1.1169816820278193,0.8671875
17280,30.237840135,1.1169816820278193,0.921875
17408,30.458392901,1.1169816820278193,0.9453125
17536,30.677623011,1.1169816820278193,0.9453125
17664,30.905714824,1.1169816820278193,0.9609375
17792,31.126212926,1.1169816820278193,0.9140625
17920,31.354331559,1.1169816820278193,0.8828125
18048,31.576433331,1.1169816820278193,0.890625
18176,31.804814585,1.1169816820278193,0.9453125
18304,32.026410836,1.1169816820278193,0.9296875
18432,32.250418933,1.1169816820278193,0.9453125
18560,32.476081897,1.115925941897008,0.9375
18688,32.699826813,1.115925941897008,0.9609375
18816,32.92902331,1.115925941897008,0.9453125
18944,33.14828758,1.115925941897008,0.9453125
19072,33.372760255,1.115925941897008,0.9453125
19200,33.609047685,1.115925941897008,0.9609375
19328,33.837336611,1.115925941897008,0.9609375
19456,34.05768856,1.115925941897008,0.9375
19584,34.280011521,1.115925941897008,0.953125
19712,34.51027666,1.115925941897008,0.953125
19840,34.745106808,1.115925941897008,0.9453125
19968,34.979168597,1.115925941897008,0.890625
20096,35.204597259,1.115925941897008,0.921875
