candidate_id,feasible,scalar_fitness,log_loss,brier,pr_auc,roc_auc,ece,recall,precision,predicted_positive_rate,sharpness,error_ratio,false_positives,false_negatives,mean_model_bytes,mean_structural_cost,estimated_structural_cost,recall_violation,structural_violation,model_fits,trees_fitted,elapsed_seconds,failure,decision_n_trees,decision_max_depth,decision_min_samples_leaf,decision_min_samples_split,decision_row_sample_fraction,decision_feature_fraction,decision_positive_sampling_weight,decision_criterion_index
23,0,15.73425478695781,1.4412633515289206,0.15694472424863218,0.2713362659817139,0.6286879278197206,0.1265750725757583,0.020313942751615882,0.5238095238095238,0.007,0.10512463906933256,-1.703905222011531,20,1061,89848.8,88,1452,0.22968605724838412,-0.999274,5,55,0.373216546,,11,7,47,11,0.6513890222858587,0.41678614088019006,1.2758254528318314,1
24,1,0.59132846858219,0.59132846858219,0.15184300841820358,0.3403009515876005,0.6953603408454773,0.1025780962076027,0.270544783010157,0.4008207934336525,0.12183333333333334,0.22636885833695458,-0.2557119632555552,438,790,798055.6,1368,14364,-0.020544783010156997,-0.992818,5,1140,8.932743177999999,,228,5,2,9,0.7403987865998556,0.685581384036648,2.487023082080291,0
25,0,15.31689559951552,0.49568635626887697,0.13696756134986612,0.34691076689441974,0.6999151754770934,0.03419252125925871,0.12465373961218837,0.5252918287937743,0.042833333333333334,0.15051161686280803,-0.8873611009878948,122,948,1098532.8,540,31725,0.12534626038781163,-0.9841375,5,225,3.270644747,,45,11,6,28,0.4413484212926089,0.9590457344564776,1.4275355605838311,1
26,1,0.9624928877911392,0.9624928877911392,0.22690637821288043,0.32182810620614566,0.6890008489963871,0.22413593807734106,0.5789473684210527,0.2817977528089888,0.37083333333333335,0.3450016160776415,0.5439322636763845,1598,456,145295.2,459,1071,-0.32894736842105265,-0.9994645,5,765,3.97176842,,153,2,15,4,0.6821427891224395,0.7540806719717085,3.9163815415787657,0
27,0,14.866295414843313,0.580663238185207,0.1653477222922715,0.2634630589980643,0.6345624532521482,0.12594436061111136,0.23730378578024008,0.3386034255599473,0.1265,0.18150749490646342,-0.21593752449661927,502,826,879185.2,216.6,65025,0.012696214219759916,-0.9674875000000001,5,45,1.226898815,,9,24,1,13,0.752798752670784,0.5125823588274232,2.878869097118794,1
28,1,0.5111242254291629,0.5111242254291629,0.16911107710097478,0.35240773258292557,0.7033570755614296,0.1540471380471393,0.45706371191135736,0.35056657223796034,0.23533333333333334,0.20905204504838684,0.1927273864141408,917,588,4016563,1188,106128,-0.20706371191135736,-0.946936,5,495,10.196845011,,99,11,5,9,0.5592476018042595,0.8289253353950803,3.725849436780121,1
29,0,15.34644315260878,0.7207216068978399,0.14190752268344264,0.347993100682722,0.6977530609221103,0.07775154251851836,0.1172668513388735,0.5497835497835498,0.0385,0.15344092706979254,-0.9597226387069054,104,956,507129.2,482,4005,0.1327331486611265,-0.9979975,5,225,2.659354538,,45,10,61,57,0.5758043498420367,0.7447336548401977,1.453909160008009,1
30,0,15.464633364981818,0.4419444789852018,0.13529583537693377,0.35103200397028334,0.7050908422378426,0.01985133701801821,0.08771929824561403,0.521978021978022,0.030333333333333334,0.1339682186586703,-1.0507136194470108,87,988,1929361,1096.4,16502,0.16228070175438597,-0.991749,5,370,3.93205194,,74,20,23,3,0.5389064529117951,0.5693452899177351,1.5482706212901782,0
31,1,0.49355414281219956,0.49355414281219956,0.1496182979048151,0.3516472756645931,0.708613773496928,0.08608923338095248,0.3397968605724838,0.39232409381663114,0.15633333333333332,0.217203529277103,-0.09827691406200752,570,715,1459981.2,560,57288,-0.08979686057248382,-0.971356,5,280,4.530555491,,56,9,5,11,0.6050367608198598,0.900831933338395,2.6843141694996735,0
32,1,0.5483607338025547,0.5483607338025547,0.17126527691699076,0.29727467587175965,0.6767733104530591,0.15201957284313955,0.3591874422899354,0.33219470538001705,0.19516666666666665,0.1976037231298132,0.05177695746782954,782,694,1150523.8,339,102357,-0.10918744228993538,-0.9488215,5,85,2.33757746,,17,19,1,25,0.6274618941507351,0.9693330006216223,3.6621437867847897,0
33,0,15.616064574584772,0.4492807993387574,0.13623676197734402,0.34545735697010715,0.6918525266421677,0.014404363584699568,0.04986149584487535,0.6067415730337079,0.014833333333333334,0.11744181031185742,-1.456534723937885,35,1029,1021179,728.8,9028,0.20013850415512466,-0.995486,5,305,1.569999242,,61,11,31,28,0.4831514597661923,0.34879783133965225,2.045871318457274,0
34,0,15.379684149838697,0.4632276168368477,0.13982342273307805,0.3286440695925775,0.6879600256220011,0.040578035571729926,0.10895660203139428,0.45384615384615384,0.043333333333333335,0.15051694958410408,-0.8296410889504315,142,965,8557969.8,1737.8,705391,0.1410433979686057,-0.6473045,5,395,21.962092486,,79,21,1,4,0.9304703487922237,0.9626312424530239,1.260435678291947,0
