point_id,feasible,selected,objective_target_error,objective_input_energy,objective_peak_joint_force,decision_arm_length,decision_counterweight_mass,decision_projectile_mass,decision_sling_length,decision_initial_arm_angle,decision_release_angle,decision_joint_damping,decision_pivot_friction
27,1,0,1.2848426006656908,325.6280504868682,88.42243108527005,2.4813228428618377,21.451992567224828,0.500440835857771,5.999985423410797,-1.2491969103610203,0.55,0.13005963912377289,0.000853782813310916
28,1,0,1.2988695881383663,322.729208721098,88.27488133393159,2.4383159328061828,21.637586160511468,0.5001133640671189,6,-1.2487513116391846,0.5481659017774082,0.1421522089236545,0.0008732514000471259
29,1,0,1.4681433804900124,291.18661446888837,87.33851470952304,2.3801872387525105,20.001820282040867,0.5002108979096727,5.999974023153886,-1.2480613741181086,0.5499729606731272,0.06600546158652318,0.00035392592049488577
30,1,0,1.5394321890303146,288.30791051120775,88.54819042076447,2.3517128050351355,20.072671971908157,0.5098252060530799,6,-1.2393588372492723,0.55,0.06063107156619297,0.0006251527695403936
31,1,0,1.7113540905919677,301.6831042015956,86.59310726559838,2.4144714808759327,20.426180806409768,0.5013801040972372,5.996933233457135,-1.2487832077863108,0.55,0.08994111372020497,0.0020740784761124767
32,1,0,1.7706919608414964,315.77420224635335,86.39086384430095,2.4504619909266507,21.106221060723833,0.5007860597906311,6,-1.2373154177232961,0.5482230596659663,0.13127757304308907,0.0006848006531038481
33,1,0,1.8007006262794576,309.16706361521,86.23539669300304,2.3945036029334643,21.106043487830277,0.500440835857771,5.99955878568707,-1.2491969103610203,0.55,0.13005963912377289,0.000853782813310916
34,1,0,2.0008200962545146,290.6680989400671,87.98514365257643,2.351861309301804,20.28652026473985,0.5005760924770758,5.999999995705085,-1.2246972540078487,0.54883230316613,0.07388547486227885,0.006021660306423697
35,1,0,2.1519352249039088,290.6680989400672,87.4694187497833,2.351861309301804,20.28652026473985,0.5005760924770757,5.999999995705085,-1.224697254007849,0.54883230316613,0.07388547486227885,0.010325859190834279
36,1,0,2.2538937574436773,276.5980212779956,87.381358769149,2.2445842551648356,20.147841252901507,0.5023315999691436,5.956934673756752,-1.2479747123013465,0.55,0.06878128120275143,0.005678980080871809
37,1,0,2.244079300526849,292.1854709594372,84.45337166498923,2.345902494610554,20.369837468582176,0.5004103768410295,5.988570510879396,-1.246232476257548,0.5499922597684077,0.10542483028077738,0.0007478231481548395
38,1,0,2.327092211475758,273.8378084665267,90.19175504679916,2.239848685914354,20.01125274049126,0.5089193306454982,5.987522930087087,-1.2412001064835105,0.5498295332750401,0.03566385523296924,0.01712611255448862
39,1,0,2.4144969894373105,272.4196899573957,87.83602745631742,2.2266900902959295,20.00232368140266,0.5002108979096727,5.993631167401986,-1.2481675271196653,0.5499999860919534,0.06600546158652315,0.0003539259204948797
40,1,0,2.481959810631821,304.9857423815555,83.74777701579208,2.4055664108068733,20.748242781276765,0.505037290139362,6,-1.2423153674744838,0.5499785929941838,0.13155888479952058,0.0005672094645244319
41,1,0,2.638624725605183,263.5844171570748,94.45148401577676,2.1543818310952423,20.00184006464837,0.5079119213031102,5.56319691817931,-1.2485758204493544,0.5489698411016033,0.013157224585068683,0.01356551980295384
42,1,0,2.771061618534418,287.1430299911824,82.36670950304133,2.3440522780661355,20.03410242284179,0.5003467363683471,5.988570510879397,-1.246232476257548,0.5499922597684077,0.10544595374455462,0.0005998519137068335
43,1,0,3.003215262118953,278.7540112882328,81.81178834890314,2.277881410590635,20.003974968753436,0.5048023934929825,5.997136172408007,-1.2492368759643273,0.55,0.10621377299729598,0.0007269968232314072
44,1,0,3.079557254411167,277.760921855048,82.82879467555378,2.2717696124094493,20.005232444379143,0.5033830214758486,5.992567566271079,-1.2434621016603105,0.5359784361293495,0.09713056783836516,0.004761009204490142
45,1,0,3.075021915355382,293.063251924318,81.70537164945455,2.3950231499648504,20.00363158152817,0.5013791474438216,5.999999663661248,-1.2487983092760997,0.5447890881080997,0.10957290503667255,0.0008088495899586916
46,1,0,3.175651335587542,272.38818738205873,81.96044571408736,2.2266900902959295,20.000010615453625,0.5002338444402359,5.993631167401986,-1.2481675271196653,0.5499999860919534,0.105751957913985,0.0003539259204948797
47,1,0,3.1577754588559017,287.3547135956716,80.83384211006874,2.347932988739144,20.04325933281492,0.5000452192566935,6,-1.2379465702305699,0.55,0.11832517169573215,0.0016333810135450363
48,1,0,3.217449878637346,287.59228013126335,80.73524691329774,2.3498741098676508,20.043259332814916,0.500153808403629,6,-1.2379465702305699,0.55,0.11976877785254618,0.0017259634046610144
49,1,0,3.6220864323459345,260.2142693392228,97.30936027217373,2.1293901096092576,20.000115896067328,0.5000999876699519,6,-1.2417947653191959,0.5498994529140276,0.0004632362558950054,0.020132715710441167
50,1,0,3.652817379902764,269.2951905403163,82.10454716995346,2.204315945220602,20.00275216315194,0.5024888997541915,6,-1.2393301165322501,0.549966487526551,0.10638809059076923,0.00003695012814207898
51,1,0,3.9209919409032175,250.67117489127682,94.97871992886604,2.0487954027223667,20.00139918048597,0.5135884759379419,5.663106673274539,-1.2488355532578033,0.55,0.013383128559803725,0.014726919196112603
52,1,0,4.133151454228809,266.88086318309206,82.73181544686828,2.185206866620483,20.0145922713465,0.5008334827272152,5.946266859903359,-1.2340473787965882,0.5476339099829751,0.10079028573604537,0.0036695850482354464
53,1,0,4.140363802525034,268.4699923952355,82.2355151548045,2.1985120658085453,20.03074840259346,0.5004059942996757,5.831207633782213,-1.2285606810746361,0.5499714214685645,0.1073074940578865,0.0007474235179956157
54,1,0,4.148922623910199,295.481248530531,78.86159021717354,2.3950231499648504,20.16855344977902,0.5013791474438215,5.999999663661248,-1.2488359960985669,0.5496125360174102,0.14375525765185132,0.00040174605655548656
55,1,0,4.301630532416574,260.1734063371111,87.96732863252124,2.1293901096092576,20.000115896067328,0.5539884185348661,5.99351118477714,-1.2408500771151556,0.549903359096949,0.041309184641207065,0.020132715710441167
56,1,0,4.4269790301641585,282.7495507445367,77.0912468123769,2.29375196730521,20.150036401883725,0.5001265286518987,5.99693469001561,-1.2493209611422644,0.5499651666888208,0.15668611716178898,0.0015888119807732303
57,1,0,4.51580011600635,253.11119110722152,90.7756517586726,2.067486708710762,20.016704124242036,0.5515436256194342,5.814417219422387,-1.2478533351034309,0.5483178102232549,0.011262488062484356,0.037626923679915394
58,1,0,4.579598724050857,274.6467322915347,78.30218702122951,2.2445842551648356,20.00570624934616,0.5023373557423703,5.8592779484288,-1.2479747123013465,0.549966487526551,0.12705372829474626,0.00846652563815864
59,1,0,4.683621329232654,261.06455708652203,82.97506938947414,2.1013894111622617,20.313073852983777,0.5007062303686138,5.9579889119972425,-1.2477074314193781,0.5491219145256623,0.11334256673398374,0.0002958060013996122
60,1,0,4.780584716301085,283.9820861389799,76.95321541235107,2.30367909761578,20.150036401883725,0.5000728101403086,5.947517978280599,-1.2495126541609978,0.5499647948631506,0.15611721602136108,0.00266873800344303
61,1,0,4.89265098632,279.2350587769297,75.92502687363303,2.2807888701721666,20.012813434610386,0.5009844090445736,6,-1.2492794682997879,0.516087166002515,0.16286569624155,0.0020303478302066648
62,1,0,4.922963283246588,279.2350587769297,75.90325547462757,2.2807888701721666,20.012813434610386,0.5009844090445736,6,-1.2492794682997879,0.516087166002515,0.16286569624155,0.002585476530741204
63,1,0,5.077585493699349,270.042148255235,76.4235749370972,2.2066372532374308,20.003419585225217,0.510035927795597,5.875040038315408,-1.2495586327831028,0.5470026727312761,0.14965113773506838,0.0007214328072186645
