angle_deg,uniform_db,optimized_db,chebyshev_reference_db
1.5758325997521745,-17.23493600824371,-28.096043318610096,-30.00319224403382
1.6044915265155917,-17.218293305126306,-28.074557985817847,-30.007458904649802
1.6331508548216624,-17.202935735034515,-28.054804547466276,-30.01351624779769
1.6618105918581247,-17.188862424386897,-28.03677487246276,-30.021370574540065
1.6904707448136507,-17.1760728838888,-28.020461566680144,-30.03102898038439
1.7191313208778125,-17.164567008031955,-28.005857960005287,-30.04249936664589
1.7477923272411748,-17.154345075049584,-27.992958094616785,-30.055790453244423
1.7764537710952597,-17.145407747327198,-27.981756714451432,-30.070911792982006
1.8051156596325886,-17.13775607226988,-27.972249255823556,-30.087873787353278
1.8337780000466486,-17.131391483628413,-27.964431839165385,-30.10668770394743
1.862440799531984,-17.1263158032875,-27.958301261860395,-30.127365695506974
1.8911040652841615,-17.12253124352074,-27.95385499214554,-30.149920820715074
1.9197678044998139,-17.120040409717973,-27.95109116406188,-30.17436706679141
1.948432024376603,-17.118846303592047,-27.9500085734365,-30.200719373984075
1.977096732113314,-17.118952326873234,-27.950606674882188,-30.22899366205386
2.005761934909821,-17.12036228550071,-27.95288557980479,-30.259206858856405
2.034427639967127,-17.123080394322066,-27.95684605541095,-30.291376931137837
2.0630938544873314,-17.127111282313,-27.962489524712964,-30.32552291767032
2.091760585673722,-17.132459998330845,-27.969818067529964,-30.361664964866094
2.1204278407307404,-17.139132017417197,-27.97883442248846,-30.39982436502061
2.149095626864024,-17.147133247666233,-27.98954199002816,-30.44002359735017
2.1777639512803697,-17.156470037677202,-28.001944836422368,-30.482286372004413
2.2064328211878306,-17.16714918461117,-28.016047698825766,-30.526637677250488
2.235102243795678,-17.179177942873928,-28.031855991365497,-30.573103830044257
2.2637722263144444,-17.192564033448942,-28.049375812295146,-30.621712530223885
2.2924427759558887,-17.207315653906278,-28.068613952234955,-30.672492918583217
2.321113899933091,-17.223441489115523,-28.08957790352496,-30.725475639106264
2.3497856054604145,-17.240950722693192,-28.112275870722172,-30.780692905671565
2.37845789975355,-17.259853049217362,-28.13671678227639,-30.83817857356374
2.4071307900294814,-17.280158687245056,-28.162910303424148,-30.897968216162994
2.4358042835065774,-17.301878393170718,-28.190866850344353,-30.96009920721915
2.464478387404557,-17.325023475966987,-28.220597605624178,-31.02461080915664
2.4931531089445333,-17.349605812852417,-28.252114535088758,-31.091544267901877
2.521828455348977,-17.375637865933932,-28.285430406053656,-31.16094291477339
2.5505044338418097,-17.40313269987611,-28.320558807065012,-31.232852276031267
2.579181051648371,-17.432104000652572,-28.357514169198105,-31.307320190742626
2.6078583159954585,-17.46256609543999,-28.396311788992,-31.38439693769029
2.636536234111294,-17.494533973719143,-28.436967853104967,-31.46413537212765
2.6652148132256173,-17.528023309653165,-28.47949946478331,-31.54659107327081
2.6938940605696504,-17.563050485817886,-28.523924672243798,-31.63182250351432
2.7225739833761406,-17.59963261836589,-28.57026249908003,-31.719891180468572
2.7512545888793265,-17.637787583711592,-28.618532976811846,-31.810861863038646
2.779935884315029,-17.677534046832342,-28.66875717970813,-31.904802752905617
2.8086178769206187,-17.71889149128747,-28.72095726202446,-32.00178571292758
2.8373005739350576,-17.76188025106604,-28.77515649781008,-32.101886504158884
2.8659839825988644,-17.806521544382573,-28.831379323452012,-32.20518504338827
2.8946681101542087,-17.85283750955056,-28.889651383139586,-32.31176568333047
2.923352963844873,-17.90085124307325,-28.9499995774488,-32.421717517869226
2.9520385509163014,-17.950586840104048,-29.012452115264086,-32.53513471505476
2.9807248786155576,-18.002069437440817,-29.0770385692748,-32.652116880905155
3.009411954191424,-18.05532525923324,-29.143789935306252,-32.772769457463426
3.038099784894366,-18.110381665596943,-29.21273869576794,-32.897204159020326
3.0667883779765694,-18.16726720434587,-29.283918887529204,-33.02553945094843
3.0954777406919147,-18.226011666072402,-29.357366174561413,-33.15790107620883
3.124167880296063,-18.2866461428259,-29.433117925718474,-33.29442263531065
3.1528588040464243,-18.349203090662108,-29.511213298062728,-33.43524622633776
3.1815505192022004,-18.413716396361618,-29.59169332618412,-33.58052315263544
3.21024303302435,-18.480221448642638,-29.674601018004026,-33.730414706894855
3.238936352775682,-18.548755214224382,-29.75998145760517,-33.88509304172041
3.2676304857208196,-18.61935631913034,-29.847881915682866,-34.04474213835383
3.2963254391262464,-18.692065135659238,-29.938351968275878,-34.20955888711363
3.3250212202602683,-18.766923875492168,-30.031443624501875,-34.3797542953443
3.353717836393109,-18.8439766894519,-30.127211464101258,-34.55555484134284
3.3824152947968744,-18.92326977448053,-30.225712785677548,-34.73720399592508
3.4111136027455973,-19.004851488460904,-30.327007766620934,-34.924963937147425
3.4398127675151997,-19.088772473570135,-30.431159635809294,-35.11911748834515
3.4685127963835884,-19.17508578892729,-30.53823486030587,-35.319970315297276
3.4972136966306215,-19.263847053376345,-30.648303347409588,-35.52785342520832
3.525915475538149,-19.35511459933789,-30.761438663573614,-35.74312601864155
3.5546181403899797,-19.448949638764102,-30.877718271884504,-35.96617875593813
3.583321698471973,-19.545416442347694,-30.997223789999452,-36.197437512554856
3.612026157072008,-19.644582533264124,-31.120041270667826,-36.437367713826056
3.640731523480009,-19.746518896874637,-31.246261507229963,-36.68647935983353
3.66943780498798,-19.851300207983723,-31.37598036678623,-36.94533287654741
3.6981450088899654,-19.959005077433588,-31.50929915407721,-37.21454596181712
3.7268531424821485,-20.069716320034413,-31.646325009513983,-37.494801636339304
3.755562213062813,-20.183521246073347,-31.78717134525616,-37.786857763402
3.7842722279323886,-20.300511978927137,-31.931958323766473,-38.09155837115001
3.8129831943934147,-20.42078580162351,-32.08081338388518,-38.40984720308497
3.8416951197506366,-20.54444553556701,-32.23387182018226,-38.74278404464546
3.8704080113109702,-20.67159995506767,-32.39127742217604,-39.09156453759503
3.8991218763835422,-20.802364241803012,-32.553183180981065,-39.457544416381076
3.9278367222796597,-20.936860483909427,-32.719752072086195,-39.842269406222805
3.9565525563129027,-21.075218225058244,-32.8911579243067,-40.24751244817429
3.9852693857990884,-21.217575069635004,-33.067586386532646,-40.67532051741017
4.013987218056317,-21.36407735103517,-33.24923600577269,-41.128074163440125
4.042706060404935,-21.51488087113275,-33.4363194322154,-41.60856416017631
4.071425920167629,-21.67015172020648,-33.62906476968949,-42.120091527746915
4.100146804669393,-21.830067188050513,-33.82771709308212,-42.66660003631244
4.1288687212375725,-21.994816778706344,-34.03254015810426,-43.25285473480987
4.157591677201826,-22.164603343275964,-34.243818333413785,-43.884687130390205
4.186315679894225,-22.339644347689145,-34.46185879071886,-44.569339304917435
4.215040736649213,-22.52017329517702,-34.68699399532653,-45.315959116557984
4.243766854803654,-22.706441326664766,-34.919584547990006,-46.136333817026916
4.2724940416967945,-22.898719026462313,-35.16002243924436,-47.04601464630211
4.301222304670363,-23.097298465679742,-35.40873479023179,-48.06611260680897
4.329951651068529,-23.30249552192872,-35.66618816998392,-49.22631207840452
4.358682088237952,-23.51465252137605,-35.9328935991656,-50.57025117619822
4.387413623527744,-23.734141258430746,-36.20941237558227,-52.16592237466453
4.416146264289564,-23.96136645973599,-36.49636288893139,-54.12803336154238
4.444880017877585,-24.196769773284515,-36.79442863350679,-56.673913513443075
4.473614891648538,-24.44083438116868,-37.104367680820346,-60.30046880879301
4.502350892961674,-24.69409035673221,-37.42702394347837,-66.66112884164653
4.531088029178862,-24.9571209150918,-37.76334065284999,-88.41846177419794
4.559826307664559,-25.230569741975213,-38.114376594124685,-65.33506727056168
4.5885657357858385,-25.515149632099696,-38.48132580476378,-59.61937982621093
4.617306320912375,-25.811652728305905,-38.865541662684734,-56.198876278277424
4.6460480704165255,-26.120962731139656,-39.26856659312524,-53.749657684542456
4.6747909916733,-26.44406955217959,-39.692169044263196,-51.840500119389304
4.703535092060404,-26.7820870226003,-40.13838997626243,-50.275951955683
4.732280378958209,-27.136274454766465,-40.609601961211666,-48.950681269340066
4.761026859749837,-27.50806310880661,-41.10858523586927,-47.8013853789243
4.789774541821137,-27.899088967216905,-41.63862689992436,-46.7870338725281
4.818523432560722,-28.311233712322377,-42.203652263720876,-45.87950921352181
4.847273539359938,-28.746676500613187,-42.808401720854704,-45.05869957951296
4.8760248696129596,-29.20796013852086,-43.45867350002224,-44.309721817164544
4.904777430716749,-29.698076751301365,-44.16166412863885,-43.62125304208449
4.93353123007111,-30.220580269131215,-44.92645796933034,-42.98447882628419
4.962286275078647,-30.779736480775526,-45.764751737044705,-42.39240324980272
4.991042573144859,-31.380726795262106,-46.69196385692669,-41.839380992787696
5.019800131678114,-32.02993057054901,-47.72900342765563,-41.320790880702525
5.048558958089681,-32.73532542244033,-48.90523371103598,-40.83280248064919
5.077319059793708,-33.50707011579352,-50.2637513932067,-40.372205631105615
5.106080444207307,-34.35838009178244,-51.87156234480463,-39.93628358045679
5.134843118750522,-35.3068918082896,-53.841371798528606,-39.522716996855834
5.163607090846383,-36.37688502449399,-56.3857403099707,-39.12951025170102
5.192372367920856,-37.60310482215405,-59.986769368599326,-38.75493404911201
5.22113895740295,-39.0378013970349,-66.21760290320019,-38.39748023631875
5.249906866724677,-40.764909616940244,-89.28518454566706,-38.05582581780011
5.278676103321102,-42.93232511708955,-65.46011875383167,-37.72880401182822
5.3074466746303015,-45.83983330904588,-59.65499792426379,-37.41538075800698
5.336218588093464,-50.26217713528428,-56.21730109279274,-37.11463548877802
5.364991851154855,-59.79039243606689,-53.77052690288845,-36.82574526893003
5.39376647126186,-59.77660406012654,-51.87204265531811,-36.547971619388676
5.422542455864951,-50.22081208092925,-50.32246584329691,-36.2806494982311
5.451319812417784,-45.77089179673757,-49.0147501378824,-36.02317802880088
5.480098548377161,-42.83580751446573,-47.88472768778206,-35.77501265299902
5.50887867120308,-40.6408164391184,-46.89088585558892,-35.53565845498754
5.537660188358693,-38.8861333070366,-46.00481841393269,-35.3046644521587
5.56644310731041,-37.42386263145201,-45.20623132407141,-35.08161869022014
5.5952274355278595,-36.17006969368116,-44.480121791142395,-34.866144010495184
5.624013180483937,-35.072504447871005,-43.81508606958874,-34.657894382122876
5.652800349654766,-34.09642196309038,-43.20225398287016,-34.45655171133232
5.681588950519799,-33.217542632026976,-42.63459074084443,-34.261823055510604
5.7103789905617806,-32.41823014982912,-42.10642386941532,-34.073438182265
5.739170477266791,-31.685269229643716,-41.61311340807815,-33.8911474237557
5.767963418124218,-31.008501262350624,-41.15081627183159,-33.71471978476067
5.796757820626844,-30.379948789427218,-40.71631425201848,-33.5439412696128
5.82555369227082,-29.793232611870142,-40.30688608602268,-33.37861339863458
5.8543510405557075,-29.24317148140944,-39.92021070595137,-33.218551889210644
5.883149872984442,-28.725499771972572,-39.55429297137488,-33.063585480386195
5.911950197063433,-28.236663718143156,-39.20740589495723,-32.9135548829889
5.940752020302528,-27.77367136162741,-38.87804515345997,-32.76831183987843
5.969555350215059,-27.333980065294085,-38.564892878051886,-32.62771828310476
5.998360194317808,-26.915410844429374,-38.26678854255992,-32.49164557659813
6.027166560131099,-26.516082191100363,-37.98270534414651,-32.35997383456245
6.055974455178775,-26.13435829996049,-37.71173087932412,-32.23259130706505
6.084783886988228,-25.768808090932083,-37.453051212054866,-32.10939382543301
6.11359486309038,-25.418172434748804,-37.20593764488686,-31.990284301026488
6.142407391019768,-25.08133768653007,-36.96973566212939,-31.875172271777757
6.171221478314519,-24.75731412433783,-36.743855632009556,-31.763973491591106
6.200037132516387,-24.44521824076685,-36.52776494367545,-31.65660955830628
6.228854361170727,-24.14425808977315,-36.3209813226195,-31.55300757645358
6.257673171826585,-23.853721077251244,-36.12306712010903,-31.453099851485177
6.286493572036668,-23.572963722062088,-35.93362441251942,-31.356823612565037
6.315315569357388,-23.301403017819794,-35.75229077793999,-31.264120761345005
6.34413917134883,-23.038509104221788,-35.57873564219385,-31.17493764445985
6.372964385574846,-22.783799016698953,-35.41265710604043,-31.08922484773875
6.401791219603024,-22.53683132943914,-35.25377918098832,-31.006937010368446
6.43061968100473,-22.297201542816047,-35.101849373714494,-30.928032657449
6.459449777355079,-22.064538094456832,-34.95663656923838,-30.852474049569505
6.488281516233027,-21.83849889543689,-34.81792917124266,-30.78022704819485
6.51711490522134,-21.618768310783953,-34.68553346466716,-30.711260995803606
6.545949951906642,-21.4050545176201,-34.55927217122724,-30.64554860984876
6.574786663879375,-21.197087185660397,-34.43898317306928,-30.583065889734428
6.603625048733901,-20.99461543400222,-34.32451838355328,-30.52379203611022
6.632465114068469,-20.79740602564445,-34.21574274730406,-30.467709381886756
6.661306867485255,-20.605241767309757,-34.112533354303196,-30.414803334467738
6.690150316590334,-20.41792008719134,-34.01477865500942,-30.36506232877997
6.718995468993777,-20.23525176741152,-33.92237776536335,-30.318477790765254
6.747842332309613,-20.057059811440354,-33.83523985211739,-30.27504411107387
6.776690914155878,-19.88317842960146,-33.7532835902812,-30.23475862877325
6.805541222154586,-19.71345212820551,-33.67643668562895,-30.197621624958252
6.834393263931813,-19.547734889874487,-33.60463545620573,-30.163636326217226
6.86324704711768,-19.3858894343306,-33.53782446763159,-30.132808917980128
6.892102579346386,-19.227786550364975,-33.47595621774428,-30.105148567843003
6.920959868256183,-19.073304490930308,-33.418990866774855,-30.080667459035404
6.949818921489467,-18.922328424344148,-33.366896009820195,-30.059380834269334
6.978679746692749,-18.774749935485033,-33.31964648888509,-30.04130705028529
7.007542351516702,-18.63046657162613,-33.27722424221465,-30.026467643490328
7.036406743616121,-18.489381428210827,-33.23961818904302,-30.014887407167702
7.065272930650028,-18.35140277044012,-33.206824148250085,-30.006594480829495
7.094140920281638,-18.216443687033703,-33.17884478974988,-30.001620452380337
7.123010720178397,-18.08442177294943,-33.15568961774169,-30.000000473869008
7.15188233801196,-17.955258838216576,-33.137374985238054,-30.00177339172046
7.180755781458282,-17.828880640358133,-33.123924139549324,-30.006981892470876
7.2096310581975835,-17.705216638159783,-33.11536729865387,-30.01567266517152
7.238508175914394,-17.584199764787243,-33.11174175861936,-30.027896581787104
7.267387142297566,-17.465766218469682,-33.11309203246458,-30.043708897093442
7.296267965040263,-17.349855269156265,-33.11947002106461,-30.063169469779748
7.325150651840041,-17.236409079718552,-33.130935216903396,-30.08634300668983
7.354035210398827,-17.125372540420205,-33.1475549416666,-30.113299332391787
7.382921648422958,-17.016693115503692,-33.16940461884088,-30.144113686560793
7.4118099736231455,-16.910320700860016,-33.19656808263723,-30.178867051991563
7.440700193714589,-16.806207491848678,-33.22913792468281,-30.217646516441388
7.469592316416923,-16.704307860427235,-33.2672158800117,-30.260545671941557
7.4984863494542795,-16.604578240829248,-33.310913253922855,-30.307665055721923
7.527382300555242,-16.50697702310271,-33.3603513912381,-30.359112637476514
7.556280177452959,-16.411464453884353,-33.415662189361335,-30.415004358374578
7.585179987885096,-16.318002543844386,-33.476988656274685,-30.475464728008184
7.614081739593888,-16.2265549812865,-33.544485514160016,-30.54062748638448
7.6429854403261155,-16.137087051435294,-33.618319848637704,-30.610636339142843
7.671891097833184,-16.049565560984174,-33.69867180258336,-30.685645775437518
7.700798719871113,-15.963958767515603,-33.78573531199245,-30.76582197940833
7.729708314200562,-15.880236313437873,-33.879718879256316,-30.851343847916127
7.758619888586816,-15.798369164114543,-33.98084637626647,-30.942404129298712
7.78753345079987,-15.718329549889019,-34.08935786568807,-31.039210700381027
7.816449008614406,-15.640090911733067,-34.20551042312815,-31.141988001933537
7.84536656980983,-15.563627850269695,-34.32957893523624,-31.25097865633052
7.874286142170257,-15.488916077942035,-34.46185683825996,-31.366445295446063
7.903207733484586,-15.415932374117855,-34.60265674723841,-31.4886726320211
7.932131351546485,-15.344654542937484,-34.7523109064597,-31.617969814055968
7.961057004154435,-15.275061373727217,-34.91117136515775,-31.754673109515505
7.989984699111694,-15.207132603815312,-35.07960974608502,-31.899148978141657
8.018914444226391,-15.140848883599718,-35.25801642503792,-32.05179759892665
8.047846247311512,-15.076191743729733,-35.44679887177804,-32.213056936416876
8.076780116184919,-15.013143564273243,-35.64637881047344,-32.38340744731471
8.10571605866935,-14.951687545752163,-35.85718773177008,-32.563377551885175
8.13465408259249,-14.891807681936967,-36.079660116741536,-32.753550023896324
8.163594195786958,-14.833488734300438,-36.31422349901942,-32.95456949014745
8.19253640609034,-14.776716208037595,-36.56128417413503,-33.16715127870119
8.221480721345168,-14.721476329566606,-36.8212069374951,-33.392091917324215
8.250427149399012,-14.667756025431258,-37.09428666194102,-33.63028166535646
8.279375698104454,-14.615542902532505,-37.380708776948275,-33.882719570274844
8.308326375319126,-14.56482522962146,-37.68049475346919,-34.15053168454626
8.337279188905692,-14.515591919991843,-37.99342752378453,-34.434993273276355
8.36623414673193,-14.467832515314303,-38.31895042981546,-34.737556109530324
8.395191256670719,-14.421537170560168,-38.65603199113543,-35.059882322907896
8.424150526600068,-14.376696639965674,-39.00298799001774,-35.40388678448569
8.453111964403096,-14.33330226399206,-39.35725307178586,-35.77179074876865
8.482075577968128,-14.29134595724026,-39.715098088740305,-36.1661905419771
8.511041375188666,-14.250820197282795,-40.07129981805132,-36.590146663091815
8.540009363963433,-14.211718014378159,-40.418790766194974,-37.04730103901853
8.568979552196337,-14.174032982036417,-40.748352999428235,-37.542033832895754
8.597951947796584,-14.137759208407374,-41.048472070085744,-38.07967698118785
8.626926558678633,-14.102891328465521,-41.30552393815039,-38.66681102028964
8.65590339276225,-14.069424496968479,-41.504495091442905,-39.31168750923487
8.684882457972476,-14.037354382168196,-41.630374150459595,-40.02484676421944
8.713863762239724,-14.006677160256194,-41.67014673564274,-40.82005041297349
8.742847313499754,-13.977389510527065,-41.61499789678761,-41.71574337800004
8.77183311969371,-13.949488611245812,-41.46204677865803,-42.73745271218285
8.800821188768104,-13.922972136207433,-41.21495401606269,-43.92195105543103
8.829811528674897,-13.897838251978513,-40.88314863564871,-45.32501552596482
8.858804147371485,-13.874085615813357,-40.47999485532438,-47.03730160420237
8.887799052820734,-13.851713374238436,-40.020582509584244,-49.22128270336288
8.916796252990958,-13.830721162301323,-39.5197929726053,-52.215389201075254
8.945795755856016,-13.811109103481867,-38.990993215400465,-56.94167087666665
8.974797569395276,-13.792877810265693,-38.44539214623048,-68.54539788767367
9.00380170159367,-13.776028385381462,-37.89190609808259,-63.16974116087502
9.03280816044166,-13.760562423705656,-37.33733318852874,-54.979938764424446
9.061816953935338,-13.74648201484045,-36.78667009571769,-50.78013649520729
9.090828090076394,-13.733789746372043,-36.24346233802392,-47.917537284509486
9.119841576872167,-13.72248870781911,-35.71012955502116,-45.73405163542769
9.148857422335613,-13.712582495282753,-35.18824145093448,-43.96278382124144
9.177875634485403,-13.704075216811539,-34.678739550915616,-42.468706067972576
9.206896221345897,-13.696971498497604,-34.1821093161485,-41.17395148862515
9.235919190947184,-13.691276491321599,-33.698510640600254,-40.029504372107276
9.264944551325062,-13.686995878766965,-33.22787518789469,-39.00250070494552
9.29397231052113,-13.684135885226299,-32.76997812902762,-38.06982846663486
9.323002476582765,-13.682703285225113,-32.32449051686753,-37.21461382351573
9.352035057563159,-13.682705413491053,-31.891017210802296,-36.42415996862701
9.3810700615213,-13.684150175899441,-31.46912411605485,-35.6886726775377
9.410107496522066,-13.687046061328957,-31.058357571335577,-35.0004376639758
9.439147370636201,-13.691402154464559,-30.65825799373639,-34.353270195899675
9.468189691940353,-13.697228149588057,-30.268369339009972,-33.74213552450723
9.497234468517052,-13.70453436540031,-29.888245523191053,-33.162880212378425
9.526281708454809,-13.713331760923065,-29.517454645966712,-32.61203761632728
9.555331419848084,-13.723631952532362,-29.155581631043567,-32.08668424397834
9.584383610797339,-13.735447232179904,-28.802229733388707,-31.584331808009654
9.613438289409002,-13.74879058686377,-28.45702124199542,-31.10284483445605
9.642495463795573,-13.763675719414616,-28.11959761800429,-30.640376892681473
9.671555142075588,-13.780117070669283,-27.78961924294739,-30.195320614132946
9.700617332373673,-13.79812984310963,-27.466764904189223,-29.76626806984043
9.729682042820516,-13.81773002605084,-27.15073110967369,-29.35197903257823
9.758749281552955,-13.838934422470468,-26.841231298426894,-28.95135531268454
9.787819056713975,-13.861760677577017,-26.53799499444795,-28.563419823994366
9.816891376452718,-13.886227309225172,-26.240766937802054,-28.187299370780284
9.84596624892449,-13.91235374029362,-25.949306216610083,-27.822210389159668
9.875043682290846,-13.940160333151416,-25.663385416213963,-27.4674470545536
9.904123684719554,-13.969668426349083,-25.38278979639052,-27.122371299128332
9.933206264384655,-14.000900373682647,-25.1073165035467,-26.786404382523674
9.962291429466436,-14.033879585791214,-24.836773821986725,-26.45901973455263
9.991379188151514,-14.068630574462908,-24.570980466296337,-26.13973684625713
10.020469548632825,-14.10517899983879,-24.309764915445665,-25.828116030271183
10.049562519109667,-14.143551720721497,-24.052964788196462,-25.52375390612991
10.078658107787668,-14.183776848213498,-23.800426258713358,-25.226279493384176
10.107756322878885,-14.225883802930198,-23.552003510821983,-24.93535081688274
10.136857172601786,-14.269903376055161,-23.307558229077777,-24.650651945697085
10.165960665181288,-14.31586779452956,-23.06695912464857,-24.371890400857225
10.195066808848734,-14.363810790694767,-22.83008149394751,-24.098794878104076
10.224175611841993,-14.413767676737452,-22.596806807944915,-23.831113240798114
10.253287082405429,-14.465775424319109,-22.367022330129387,-23.568610745409213
10.282401228789952,-14.519872749809357,-22.140620761152512,-23.311068467968287
10.311518059252995,-14.576100205582803,-21.917499908280995,-23.058281904768457
10.340637582058603,-14.634500277885307,-21.69756237787559,-22.810059724654003
10.369759805477416,-14.69511749182532,-21.480715289223756,-22.566222653604267
10.398884737786714,-14.757998524103249,-21.266870008155013,-22.326602475122293
10.428012387270387,-14.823192324154302,-21.055941898976506,-22.0910411322895
10.45714276221904,-14.890750244451674,-20.847850093365018,-21.859389919319373
10.486275870929957,-14.96072618079494,-20.64251727495411,-21.631508752112207
10.515411721707165,-15.033176723498595,-20.439869478444702,-21.407265508718822
10.544550322861394,-15.108161320494515,-20.23983590215817,-21.18653543182181
10.57369168271018,-15.185742453475946,-20.042348733031137,-20.969200586360344
10.602835809577845,-15.26598582833606,-19.847342983131682,-20.75514936630096
10.631982711795532,-15.348960581299366,-19.654756336844745,-20.544276045300833
10.661132397701193,-15.434739502305714,-19.46452900794377,-20.33648036665688
10.69028487563968,-15.523399277392635,-19.27660360582449,-20.13166716848513
10.719440153962726,-15.615020752030395,-19.090925010236536,-19.929746040559372
10.748598241028981,-15.70968921760507,-18.9074402538978,-19.73063100964916
10.777759145204001,-15.807494723517541,-18.726098412426904,-19.534240250562604
10.806922874860343,-15.908532417680641,-18.54685050107093,-19.340495820411196
10.836089438377527,-16.012902918554843,-18.36964937774959,-19.149323413892226
10.865258844142096,-16.120712722277972,-18.194449651970793,-18.96065213762217
10.894431100547628,-16.23207464892057,-18.021207599209372,-18.77441430176744
10.923606215994727,-16.347108332450286,-17.849881080371386,-18.590545227404075
10.952784198891123,-16.465940759629074,-17.680429465994493,-18.408983068200445
10.98196505765163,-16.588706863808994,-17.512813564863585,-18.22966864516376
11.011148800698214,-16.7155501804614,-17.34699555674288,-18.052545293315937
11.040335436459957,-16.846623572286774,-17.182938928950087,-17.877558719279993
11.069524973373165,-16.982090032944196,-17.02060841651659,-17.704656868855864
11.098717419881329,-17.12212357983789,-16.85996994569954,-17.53378980375695
11.127912784435189,-17.26691024805451,-16.70099058062606,-17.364909586755005
11.157111075492706,-17.41664919950424,-16.543638472868167,-17.197970174554406
11.186312301519148,-17.57155396365308,-16.387882813759465,-17.032927317777734
11.215516470987088,-17.731853829017684,-16.233693789281013,-16.8697384675042
11.244723592376435,-17.89779540793717,-16.081042537353337,-16.70836268785048
11.273933674174419,-18.069644401157827,-15.92990110738555,-16.548760574131155
11.303146724875683,-18.247687593635117,-15.780242421940605,-16.390894176175056
11.332362752982267,-18.432235118868565,-15.632040240388456,-16.23472692641326
11.361581767003656,-18.623623036309954,-15.485269124425114,-16.080223572384973
11.39080377545675,-18.822216275247655,-15.33990440534604,-15.927350113339902
11.420028786865965,-19.02841200951282,-15.195922152967938,-15.776073740640587
11.449256809763218,-19.242643540929294,-15.053299146102773,-15.626362781695502
11.47848785268797,-19.46538478638869,-14.912012844491686,-15.47818664717308
11.50772192418719,-19.697155484738445,-14.772041362114724,-15.33151578126949
11.536959032815485,-19.938527266633766,-14.633363441795977,-15.18632161481888
11.566199187135046,-20.190130764856114,-14.495958431031216,-15.042576521054292
11.595442395715713,-20.452663986718946,-14.359806258967714,-14.900253773839939
11.62468866713495,-20.72690222728454,-14.224887414472224,-14.759327508211424
11.653938009977944,-21.01370987668792,-14.091182925225397,-14.619772683071117
11.683190432837577,-21.314054573136325,-13.958674337787162,-14.481565045899863
11.712445944314487,-21.629024283975884,-13.827343698578794,-14.34468109935429
11.74170455301703,-21.95984807321959,-13.697173535732594,-14.209098069630562
11.770966267561395,-22.307921553485826,-13.568146841761443,-14.074793876482289
11.80023109657157,-22.67483835042078,-13.440247057005523,-13.941747104790835
11.829499048679398,-23.062429368840277,-13.313458053814095,-13.809936977591326
11.85877013252455,-23.472812303583108,-13.1877641214243,-13.679343330466212
11.888044356754628,-23.90845477993782,-13.06314995149982,-13.549946587222939
11.917321730025142,-24.37225588967842,-12.939600624296245,-13.421727736779992
11.946602260999564,-24.867652954111243,-12.817101595420105,-13.294668311188966
11.97588595834929,-25.39876350167085,-12.695638683152133,-13.16875036472666
12.005172830753764,-25.970577388703617,-12.575198056305123,-13.043956453994287
12.034462886900437,-26.58922194075476,-12.455766222590977,-12.920269618966971
12.063756135484825,-27.26233617833084,-12.33733001747047,-12.797673364938557
12.093052585210481,-27.999612850200553,-12.21987659346281,-12.676151645311888
12.12235224478911,-28.813607545645866,-12.103393409891428,-12.555688845186532
12.151655122940525,-29.720990240439434,-11.987868223046036,-12.436269765700825
12.180961228392718,-30.744565642142017,-11.87328907673993,-12.317879609086042
12.210270569881825,-31.91670945478503,-11.759644293244303,-12.200503964394702
12.239583156152232,-33.285608454427226,-11.646922464580896,-12.084128793865787
12.268898995956551,-34.92759514197006,-11.53511244415704,-11.968740419894047
12.298218098055678,-36.97449578316603,-11.424203338726354,-11.854325512570544
12.327540471218754,-39.685212707103396,-11.314184500660529,-11.740871077765146
12.35686612422329,-43.69068125222284,-11.20504552051715,-11.628364445722044
12.386195065855123,-51.45380519854228,-11.096776219890913,-11.516793260142828
12.415527304908482,-58.26628758424111,-10.989366644534686,-11.406145467731474
12.444862850185958,-45.76565571936691,-10.88280705773883,-11.296409308178447
12.474201710498612,-40.810685037746794,-10.777087933956382,-11.187573304561127
12.503543894665947,-37.654202799234255,-10.672199952664261,-11.079626254140793
12.532889411515965,-35.32806063773067,-10.568133992449232,-10.972557219535798
12.562238269885139,-33.48230662696624,-10.464881125309443,-10.866355520253183
12.591590478618526,-31.950219636725045,-10.362432611161388,-10.761010724560531
12.62094604656973,-30.639210001817716,-10.260779892544322,-10.656512641682587
12.650304982600966,-29.49249158175302,-10.159914589513034,-10.55285131430649
12.679667295583037,-28.47271213959801,-10.059828494711404,-10.450017011381448
12.709032994395436,-27.55398659054887,-9.9605135686185,-10.348000221198399
12.738402087926312,-26.717635737730703,-9.861961934960748,-10.246791644737412
12.767774585072546,-25.949737213567623,-9.764165876282691,-10.146382189269831
12.79715049473971,-25.239635874027854,-9.667117829670156,-10.046762962203884
12.82652982584218,-24.578995183875282,-9.570810382619028,-9.947925265162137
12.855912587303102,-23.961169705108073,-9.47523626904438,-9.849860588280977
12.885298788054472,-23.380776487452515,-9.380388365423775,-9.752560604721742
12.914688437037077,-22.833394195148383,-9.28625968706966,-9.656017165384295
12.944081543200634,-22.3153468461663,-9.192843384525197,-9.560222293813718
12.97347811550374,-21.823545124057482,-9.100132740079284,-9.46516818129225
13.00287816291395,-21.35536779621678,-9.00812116439558,-9.370847182107962
13.032281694407732,-20.90857165792726,-8.916802193251389,-9.277251808992862
