design,seed,time,activator,repressor,complex,total_molecules
optimized,11842495200307133822,78.000000000,1.000000000,231.000000000,283.000000000,533.000000000
optimized,11842495200307133822,79.000000000,2.000000000,186.000000000,301.000000000,509.000000000
optimized,11842495200307133822,80.000000000,2.000000000,187.000000000,277.000000000,496.000000000
optimized,11842495200307133822,81.000000000,162.000000000,3.000000000,448.000000000,678.000000000
optimized,11842495200307133822,82.000000000,407.000000000,2.000000000,492.000000000,965.000000000
optimized,11842495200307133822,83.000000000,379.000000000,4.000000000,605.000000000,1064.000000000
optimized,11842495200307133822,84.000000000,260.000000000,3.000000000,777.000000000,1115.000000000
optimized,11842495200307133822,85.000000000,113.000000000,8.000000000,923.000000000,1108.000000000
optimized,11842495200307133822,86.000000000,0.000000000,194.000000000,860.000000000,1090.000000000
optimized,11842495200307133822,87.000000000,1.000000000,597.000000000,475.000000000,1101.000000000
optimized,11842495200307133822,88.000000000,1.000000000,657.000000000,355.000000000,1043.000000000
optimized,11842495200307133822,89.000000000,0.000000000,570.000000000,375.000000000,973.000000000
optimized,11842495200307133822,90.000000000,0.000000000,535.000000000,331.000000000,888.000000000
optimized,11842495200307133822,91.000000000,1.000000000,422.000000000,380.000000000,827.000000000
optimized,11842495200307133822,92.000000000,2.000000000,439.000000000,316.000000000,779.000000000
optimized,11842495200307133822,93.000000000,0.000000000,384.000000000,331.000000000,724.000000000
optimized,11842495200307133822,94.000000000,1.000000000,361.000000000,290.000000000,666.000000000
optimized,11842495200307133822,95.000000000,1.000000000,339.000000000,269.000000000,619.000000000
optimized,11842495200307133822,96.000000000,0.000000000,314.000000000,243.000000000,568.000000000
optimized,11842495200307133822,97.000000000,1.000000000,233.000000000,267.000000000,515.000000000
optimized,11842495200307133822,98.000000000,1.000000000,220.000000000,245.000000000,476.000000000
optimized,11842495200307133822,99.000000000,1.000000000,158.000000000,276.000000000,448.000000000
optimized,11842495200307133822,100.000000000,8.000000000,50.000000000,368.000000000,472.000000000
optimized,11842495200307133822,101.000000000,370.000000000,2.000000000,448.000000000,877.000000000
optimized,11842495200307133822,102.000000000,344.000000000,3.000000000,616.000000000,1052.000000000
optimized,11842495200307133822,103.000000000,173.000000000,6.000000000,853.000000000,1119.000000000
optimized,11842495200307133822,104.000000000,8.000000000,50.000000000,1045.000000000,1177.000000000
optimized,11842495200307133822,105.000000000,0.000000000,603.000000000,588.000000000,1219.000000000
optimized,11842495200307133822,106.000000000,0.000000000,796.000000000,361.000000000,1185.000000000
optimized,11842495200307133822,107.000000000,0.000000000,766.000000000,301.000000000,1098.000000000
optimized,11842495200307133822,108.000000000,0.000000000,730.000000000,272.000000000,1025.000000000
optimized,11842495200307133822,109.000000000,0.000000000,630.000000000,277.000000000,923.000000000
optimized,11842495200307133822,110.000000000,0.000000000,558.000000000,268.000000000,840.000000000
optimized,11842495200307133822,111.000000000,0.000000000,475.000000000,281.000000000,774.000000000
optimized,11842495200307133822,112.000000000,1.000000000,445.000000000,256.000000000,727.000000000
optimized,11842495200307133822,113.000000000,0.000000000,268.000000000,381.000000000,669.000000000
optimized,11842495200307133822,114.000000000,1.000000000,170.000000000,467.000000000,657.000000000
optimized,11842495200307133822,115.000000000,0.000000000,234.000000000,352.000000000,603.000000000
optimized,11842495200307133822,116.000000000,0.000000000,162.000000000,398.000000000,573.000000000
optimized,11842495200307133822,117.000000000,1.000000000,164.000000000,374.000000000,573.000000000
optimized,11842495200307133822,118.000000000,21.000000000,18.000000000,517.000000000,591.000000000
optimized,11842495200307133822,119.000000000,282.000000000,1.000000000,562.000000000,903.000000000
optimized,11842495200307133822,120.000000000,278.000000000,2.000000000,645.000000000,991.000000000
optimized,11842495200307133822,121.000000000,318.000000000,1.000000000,746.000000000,1137.000000000
optimized,11842495200307133822,122.000000000,93.000000000,9.000000000,914.000000000,1091.000000000
optimized,11842495200307133822,123.000000000,0.000000000,388.000000000,716.000000000,1149.000000000
optimized,11842495200307133822,124.000000000,0.000000000,665.000000000,458.000000000,1151.000000000
optimized,11842495200307133822,125.000000000,1.000000000,669.000000000,358.000000000,1048.000000000
optimized,11842495200307133822,126.000000000,1.000000000,564.000000000,345.000000000,929.000000000
optimized,11842495200307133822,127.000000000,0.000000000,464.000000000,373.000000000,869.000000000
optimized,11842495200307133822,128.000000000,1.000000000,320.000000000,469.000000000,803.000000000
optimized,11842495200307133822,129.000000000,0.000000000,431.000000000,282.000000000,722.000000000
optimized,11842495200307133822,130.000000000,1.000000000,323.000000000,315.000000000,675.000000000
optimized,11842495200307133822,131.000000000,2.000000000,282.000000000,317.000000000,625.000000000
optimized,11842495200307133822,132.000000000,1.000000000,241.000000000,327.000000000,587.000000000
optimized,11842495200307133822,133.000000000,2.000000000,234.000000000,308.000000000,561.000000000
optimized,11842495200307133822,134.000000000,0.000000000,215.000000000,287.000000000,513.000000000
optimized,11842495200307133822,135.000000000,1.000000000,101.000000000,370.000000000,492.000000000
optimized,11842495200307133822,136.000000000,10.000000000,64.000000000,392.000000000,502.000000000
optimized,11842495200307133822,137.000000000,357.000000000,1.000000000,473.000000000,893.000000000
optimized,11842495200307133822,138.000000000,422.000000000,1.000000000,597.000000000,1089.000000000
optimized,11842495200307133822,139.000000000,172.000000000,4.000000000,769.000000000,1013.000000000
optimized,11842495200307133822,140.000000000,7.000000000,110.000000000,860.000000000,1048.000000000
optimized,11842495200307133822,141.000000000,1.000000000,517.000000000,551.000000000,1115.000000000
optimized,11842495200307133822,142.000000000,1.000000000,737.000000000,360.000000000,1131.000000000
optimized,11842495200307133822,143.000000000,0.000000000,783.000000000,293.000000000,1099.000000000
optimized,11842495200307133822,144.000000000,0.000000000,724.000000000,287.000000000,1028.000000000
optimized,11842495200307133822,145.000000000,0.000000000,656.000000000,253.000000000,925.000000000
optimized,11842495200307133822,146.000000000,1.000000000,567.000000000,234.000000000,816.000000000
optimized,11842495200307133822,147.000000000,0.000000000,498.000000000,244.000000000,755.000000000
optimized,11842495200307133822,148.000000000,0.000000000,401.000000000,272.000000000,683.000000000
optimized,11842495200307133822,149.000000000,0.000000000,343.000000000,279.000000000,635.000000000
optimized,11842495200307133822,150.000000000,0.000000000,337.000000000,237.000000000,588.000000000
optimized,11842495200307133822,151.000000000,1.000000000,312.000000000,220.000000000,549.000000000
optimized,11842495200307133822,152.000000000,2.000000000,236.000000000,256.000000000,508.000000000
optimized,11842495200307133822,153.000000000,2.000000000,174.000000000,284.000000000,469.000000000
optimized,11842495200307133822,154.000000000,3.000000000,164.000000000,247.000000000,435.000000000
optimized,11842495200307133822,155.000000000,4.000000000,56.000000000,337.000000000,411.000000000
optimized,11842495200307133822,156.000000000,342.000000000,0.000000000,404.000000000,807.000000000
optimized,11842495200307133822,157.000000000,419.000000000,3.000000000,502.000000000,993.000000000
optimized,11842495200307133822,158.000000000,346.000000000,1.000000000,630.000000000,1049.000000000
optimized,11842495200307133822,159.000000000,148.000000000,10.000000000,811.000000000,1047.000000000
optimized,11842495200307133822,160.000000000,4.000000000,88.000000000,946.000000000,1114.000000000
optimized,11842495200307133822,161.000000000,0.000000000,548.000000000,573.000000000,1156.000000000
optimized,11842495200307133822,162.000000000,0.000000000,763.000000000,358.000000000,1146.000000000
optimized,11842495200307133822,163.000000000,1.000000000,759.000000000,265.000000000,1042.000000000
optimized,11842495200307133822,164.000000000,1.000000000,627.000000000,322.000000000,971.000000000
optimized,11842495200307133822,165.000000000,0.000000000,633.000000000,241.000000000,888.000000000
optimized,11842495200307133822,166.000000000,0.000000000,539.000000000,261.000000000,816.000000000
optimized,11842495200307133822,167.000000000,0.000000000,382.000000000,365.000000000,773.000000000
optimized,11842495200307133822,168.000000000,2.000000000,329.000000000,361.000000000,707.000000000
optimized,11842495200307133822,169.000000000,1.000000000,330.000000000,315.000000000,662.000000000
optimized,11842495200307133822,170.000000000,1.000000000,283.000000000,300.000000000,604.000000000
optimized,11842495200307133822,171.000000000,0.000000000,229.000000000,317.000000000,555.000000000
optimized,11842495200307133822,172.000000000,5.000000000,222.000000000,290.000000000,549.000000000
optimized,11842495200307133822,173.000000000,0.000000000,184.000000000,297.000000000,488.000000000
optimized,11842495200307133822,174.000000000,15.000000000,24.000000000,430.000000000,508.000000000
optimized,11842495200307133822,175.000000000,328.000000000,0.000000000,478.000000000,863.000000000
optimized,11842495200307133822,176.000000000,425.000000000,1.000000000,579.000000000,1084.000000000
optimized,11842495200307133822,177.000000000,292.000000000,3.000000000,803.000000000,1178.000000000
optimized,11842495200307133822,178.000000000,5.000000000,49.000000000,951.000000000,1074.000000000
optimized,11842495200307133822,179.000000000,2.000000000,440.000000000,662.000000000,1143.000000000
optimized,11842495200307133822,180.000000000,0.000000000,683.000000000,438.000000000,1154.000000000
optimized,11842495200307133822,181.000000000,1.000000000,659.000000000,383.000000000,1071.000000000
optimized,11842495200307133822,182.000000000,0.000000000,680.000000000,300.000000000,994.000000000
optimized,11842495200307133822,183.000000000,2.000000000,576.000000000,317.000000000,915.000000000
optimized,11842495200307133822,184.000000000,0.000000000,510.000000000,285.000000000,806.000000000
optimized,11842495200307133822,185.000000000,0.000000000,469.000000000,237.000000000,718.000000000
optimized,11842495200307133822,186.000000000,0.000000000,360.000000000,259.000000000,631.000000000
optimized,11842495200307133822,187.000000000,3.000000000,177.000000000,393.000000000,593.000000000
optimized,11842495200307133822,188.000000000,2.000000000,110.000000000,442.000000000,591.000000000
optimized,11842495200307133822,189.000000000,1.000000000,170.000000000,364.000000000,574.000000000
optimized,11842495200307133822,190.000000000,2.000000000,131.000000000,384.000000000,539.000000000
optimized,11842495200307133822,191.000000000,6.000000000,69.000000000,433.000000000,552.000000000
optimized,11842495200307133822,192.000000000,238.000000000,1.000000000,517.000000000,810.000000000
