design,field_deg,wavelength_um,ray_id,x_mm,y_mm
reference,0,0.6563,32,0.021156657555769343,0.03173498633365268
reference,0,0.6563,33,0.016791384950182398,0.020989231187728663
reference,0,0.6563,34,0.01309985066397168,0.01309985066397168
reference,0,0.6563,35,0.010163569642729353,0.007622677232046904
reference,0,0.6563,36,0.008034897138278652,0.004017448569139326
reference,0,0.6563,37,0.006746089451123538,0.0016865223627808845
reference,0,0.6563,38,0.006314640430989726,0
reference,0,0.6563,39,0.006746089451123538,-0.0016865223627808845
reference,0,0.6563,40,0.008034897138278652,-0.004017448569139326
reference,0,0.6563,41,0.010163569642729353,-0.007622677232046904
reference,0,0.6563,42,0.01309985066397168,-0.01309985066397168
reference,0,0.6563,43,0.016791384950182398,-0.020989231187728663
reference,0,0.6563,44,0.021156657555769343,-0.03173498633365268
reference,0,0.6563,45,0.017595223388548575,0.04105552123994727
reference,0,0.6563,46,0.01379898754873543,0.02759797509747086
reference,0,0.6563,47,0.010446524695648884,0.01741087449274792
reference,0,0.6563,48,0.007622677232046904,0.010163569642729353
reference,0,0.6563,49,0.0053824685493895075,0.0053824685493895075
reference,0,0.6563,50,0.0037612123648791407,0.002507474909918983
reference,0,0.6563,51,0.0027806455944598962,0.0009268818648198174
reference,0,0.6563,52,0.002452547333341659,0
reference,0,0.6563,53,0.0027806455944598962,-0.0009268818648198174
reference,0,0.6563,54,0.0037612123648791407,-0.002507474909918983
reference,0,0.6563,55,0.0053824685493895075,-0.0053824685493895075
reference,0,0.6563,56,0.007622677232046904,-0.010163569642729353
reference,0,0.6563,57,0.010446524695648884,-0.01741087449274792
reference,0,0.6563,58,0.01379898754873543,-0.02759797509747086
reference,0,0.6563,59,0.017595223388548575,-0.04105552123994727
reference,0,0.6563,60,0.010772311623163278,0.03770309068107247
reference,0,0.6563,61,0.008193112876402342,0.024579338629207914
reference,0,0.6563,62,0.005924000307732991,0.014810000769331921
reference,0,0.6563,63,0.004017448569139326,0.008034897138278652
reference,0,0.6563,64,0.002507474909918983,0.0037612123648791407
