point_id,feasible,selected,objective_rms_spot_um,objective_track_length_mm,objective_glass_volume_mm3,constraint_edge_thickness_mm,constraint_efl_mm,constraint_lost_rays,decision_0,decision_1,decision_2,decision_3,decision_4,decision_5,decision_6,decision_7,decision_8,decision_9,decision_10
60,1,0,90.39825762321136,55.547878749092924,377.34788804676265,-0.06228102255483248,-0.38714826693603754,0,0.04284369680095314,-0.010307281968628457,-0.05675228578084664,0.03274492759649106,0.0012594428778224436,-0.06149765267241855,1.5330430666552712,1.4684391176258798,1.9706843938203673,3.1238654255394804,2.020231103556002
61,1,0,91.43877758298676,55.51609854914243,373.6102575665318,-0.06228102255483248,-0.42776628380775605,0,0.04284369680095314,-0.010307281968628458,-0.05675228578084664,0.03274492759649106,0.0012594428778224436,-0.06149765267241855,1.5330430666552712,1.4684391176258798,1.9230954045100004,3.1238654255394804,2.020231103556002
62,1,0,95.289408375345,54.26505631803211,527.7964387681064,-0.13975542329533286,-0.20575137231696772,0,0.04171398812362326,-0.01034431287727458,-0.055508914470796096,0.032034664369742546,0.0012555002554122375,-0.061441053126494935,1.5963682582692673,3.324012456976405,1.9725601526649132,4.540238065103514,1.0481588887429494
63,1,0,96.78779998609279,54.15332134149869,524.1760055702599,-0.053375687913439274,-0.1718781352862493,0,0.04171398585000133,-0.010344317758406718,-0.05550857655861911,0.03222173632353176,0.0012505066500115344,-0.061438803138228304,1.5099885546417595,3.3792616052695443,1.9563656605188449,4.804174786833723,1.1254515005042762
64,1,0,96.79150174871378,54.152911383220214,524.1758095755832,-0.053375687913439274,-0.1714054173408215,0,0.04171398585000133,-0.010344317758406718,-0.05550857655861911,0.03222173632353176,0.0012509059314626527,-0.061438803138228304,1.5099885546417595,3.3792616052695443,1.9563656605188449,4.804174786833723,1.1254515005042762
65,1,0,100.01145518881236,55.158013890225256,407.8664213613931,-0.3973505694933819,-0.1482121407894752,0,0.041729407696760784,-0.010347639654706468,-0.0556894457395016,0.03239200788815548,0.0012572381579585745,-0.061737262587149594,1.854204345496091,1.4663088353248748,2.0440692023896236,3.1419479743245784,1.7711318349003695
66,1,0,103.49202962820294,55.60816554232072,344.62275452268744,-0.10046891914125711,-0.0015694000004842223,0,0.042158144826972485,-0.010245715356277309,-0.05467384663383366,0.03240440056173545,0.0012556056752187998,-0.06123742579378419,1.5615888398680402,1.0073640467916256,1.995719885926884,1.8585496485206745,1.8667609761708777
67,1,0,109.95622911623997,54.768856814525904,381.447614879426,-0.0764428447126122,-0.5262518954789215,0,0.04174564862622028,-0.010261659601363719,-0.055514351925370894,0.03221090919483062,0.0012537052028396352,-0.061742953257726316,1.5324296182421926,1.7750648600722843,1.7225797910464273,3.176690854785143,1.4992605436909099
68,1,0,111.12402188105716,54.772265632714,379.43392182984485,-0.07266295771401743,-0.2092099836141017,0,0.041531754625618617,-0.009927645939831684,-0.05549570922713558,0.03221592715573422,0.0013187209327142875,-0.06170414972931128,1.5217027098886868,1.5450777947831216,1.9344388649922575,3.7227890121939993,1.8101390812883524
69,1,1,118.19665652583228,54.3591137663903,314.1224248843619,-0.019068002436873455,-0.11382801773020645,0,0.042810566507329145,-0.010267100269041731,-0.05555679792023949,0.03378674376797183,0.0013376063744150752,-0.061729884169908975,1.4888978386805594,1.0001139190325437,1.680871608014491,3.1630956870063693,2.007175885970814
