maximum_gap_hours,negative_contact_hours,launch_complexity,quality,altitude_km,inclination_deg,raan_1_deg,raan_2_deg,raan_3_deg,raan_4_deg,mean_anomaly_1_deg,mean_anomaly_2_deg,mean_anomaly_3_deg,mean_anomaly_4_deg
6.841601562500,-23.114192708333,0.635473627431,1.802313819340,712.480496908494,90.091796122682,278.857494858157,256.973559431544,207.128508696848,261.778692567617,148.679636091684,64.704009584383,220.215588002425,114.035878062415
7.129036458333,-22.835937500000,0.594256803097,1.762063257775,702.086836884591,88.626522888005,177.194425127180,177.660815678392,227.690703018890,179.781668737798,341.599393646549,209.758958176875,241.988590148885,297.782016936412
7.118750000000,-22.702148437500,0.596735846101,1.751236157297,702.086836884591,88.626522888005,177.194425127180,172.978771112357,227.690703018890,179.781668737798,331.770958830931,169.724523936132,241.988590148885,297.782016936412
6.596875000000,-17.421875000000,0.316624839256,1.741798325520,559.067504507536,90.091796122682,278.857494858157,284.478812033230,207.676090106315,234.716736598404,135.393441199868,61.967170469426,218.356923189326,31.483876091162
7.275651041667,-22.537630208333,0.594226972440,1.708267689649,702.086836884591,88.626522888005,184.713322659555,172.978771112357,227.690703018890,179.781668737798,331.770958830931,169.724523936132,241.988590148885,297.782016936412
5.102799479167,-12.753515625000,0.226092033670,1.704424418075,500.389438606454,91.052526475122,296.890036760285,329.499734192346,322.960444012782,227.144979277563,330.718933365877,130.606907097223,120.327095063928,82.770512221145
7.366601562500,-22.615169270833,0.586229073773,1.704059872158,698.243626475225,85.977348473482,278.857494858157,235.393265279219,221.710067521345,234.716736598404,156.606876768347,52.009684183594,236.661488011759,87.342863410048
7.354817708333,-22.528580729167,0.594226972440,1.691401461152,702.086836884591,88.626522888005,184.713322659555,172.978771112357,227.690703018889,179.781668737798,331.770958830931,169.724523936132,241.988590148885,278.975377649051
6.997526041667,-17.216276041667,0.290228839514,1.668463880678,559.067504507535,85.977348473482,278.857494858157,235.393265279219,207.676090106315,234.716736598404,135.393441199868,61.967170469426,218.356923189326,31.483876091162
7.321679687500,-28.174414062500,1.034937251053,1.663768416302,897.658792300419,89.947254557605,210.385915468426,260.730641812420,226.847454782007,265.862028668362,137.465485548612,159.176347089377,237.857065074609,38.004511702178
6.322591145833,-15.013020833333,0.251498380386,1.638222963233,534.990560222487,99.124044472450,184.713322659555,172.978771112357,225.217287830153,143.571046098307,331.770958830931,59.895867125569,114.948833456403,278.975377649051
7.357747395833,-19.565104166667,0.500471564521,1.560145684191,659.527062841948,85.504429927321,187.276909874308,182.464561144186,219.109227591334,158.305184569415,360.000000000000,92.398793195941,117.143677290259,148.496657903770
7.366601562500,-20.615885416667,0.586229073773,1.553413226619,698.243626475225,85.977348473482,278.857494858157,235.393265279219,221.710067521345,234.716736598404,156.606876768347,52.009684183594,236.661488011759,31.483876091162
7.359895833333,-14.422200520833,0.159075617970,1.488397367696,500.475846006995,90.147774980803,189.776332666466,260.730641812420,226.847454782007,231.660230536766,137.194403416189,159.176347089377,237.857065074609,50.580989611204
7.787760416667,-18.924348958333,0.458492611476,1.476517185547,642.746424687509,95.562973228685,254.693412800460,201.260017239669,230.184207430720,213.129423264794,2.433542315305,230.559500688317,96.572929531102,23.647434238031
8.062695312500,-16.565885416667,0.284788157010,1.422740679314,562.910714916901,88.626522888005,184.713322659555,172.978771112357,227.569634821513,179.781668737798,254.765703513353,60.556702058752,218.609883869047,278.975377649051
7.900390625000,-15.084895833333,0.230727383270,1.377118727573,534.990560222487,99.124044472450,184.713322659555,172.978771112357,225.217287830153,162.391177104924,331.770958830931,59.895867125569,114.948833456403,278.975377649051
9.113085937500,-15.877213541667,0.222217680703,1.284523417817,536.108707858020,88.001049436813,184.713322659555,172.978771112357,225.217287830153,179.781668737798,331.770958830931,5.820210266072,114.948833456403,278.975377649051
