niche_id,peak_theta_deg,hpbw_deg,psll_db,worst_psll_db,holdout_worst_psll_db,taper_efficiency,active_count,phase_codes,attenuator_codes
32,19.966165007839024,8.29419141158045,-23.436194983170225,-11.592083499200251,-11.632490927488723,0.8779269095544542,16,"19;7;60;49;38;27;18;5;59;48;37;26;15;4;57;46","19;17;14;10;6;3;1;0;0;1;3;6;10;14;17;19"
33,26.69003689857947,8.167444568367134,-21.480378435125118,-10.740272612305574,-10.740276695411946,0.9342276876047991,16,"44;29;15;1;50;36;22;7;57;42;28;14;63;49;35;20","13;12;10;7;5;2;1;0;0;1;2;5;7;10;12;13"
37,-36.68206516779758,9.146940973704204,-18.65754952510651,-11.162268644139143,-11.085589293109251,0.9203499056007469,16,"49;4;23;42;61;16;35;54;10;29;48;3;23;41;60;15","13;12;14;10;9;3;1;0;0;1;3;6;10;10;12;13"
38,-29.999999999999947,9.013069649328123,-24.715397348573333,-12.064141682382923,-12.064059627937862,0.8779269095544545,16,"8;24;40;56;8;24;40;56;8;24;40;56;8;24;40;56","19;17;14;10;6;3;1;0;0;1;3;6;10;14;17;19"
39,-23.37488373659307,8.499670160515404,-23.655755090818992,-11.693653988692818,-11.69367615025706,0.8779269095544543,16,"33;46;58;6;20;32;45;58;6;19;32;45;57;6;18;31","19;17;14;10;6;3;1;0;0;1;3;6;10;14;17;19"
40,-9.999241327164578,8.652471998843012,-26.968917594390774,-11.516157291019839,-11.710906072690275,0.7999637376741695,16,"22;28;33;39;45;50;56;61;3;8;14;19;25;31;36;42","27;24;19;13;8;4;1;0;0;1;4;8;13;19;24;27"
41,-3.358191531378213,8.535455601440967,-25.3339922267754,-11.420377112759759,-11.547832129948477,0.7999637376741695,16,"50;52;54;56;57;59;61;63;1;3;5;7;8;10;12;14","27;24;19;13;8;4;1;0;0;1;4;8;13;19;24;27"
42,0,8.504777759873495,-27.619111570728574,-11.70347541502862,-11.8257908101251,0.8017578923544447,16,"0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","27;24;19;13;8;4;1;0;0;1;4;8;13;18;24;27"
43,10.000827001805547,8.569246086092633,-26.077658572614276,-11.61930185696583,-11.733541690663479,0.8062516248836797,16,"42;36;31;25;19;14;8;3;61;56;50;45;39;33;28;22","27;24;19;13;8;4;5;0;0;1;4;8;13;19;24;27"
44,23.31059055738611,8.493774149603809,-24.62110031741433,-11.657927988761966,-11.937257131215313,0.8779269095544543,16,"31;18;6;57;44;32;19;6;58;45;32;20;7;58;46;33","19;17;14;10;6;3;1;0;0;1;3;6;10;14;17;19"
45,29.999999999999897,9.01306964932813,-24.71539734857332,-12.064141682382921,-12.064059627937862,0.8779269095544543,16,"56;40;24;8;56;40;24;8;56;40;24;8;56;40;24;8","19;17;14;10;6;3;1;0;0;1;3;6;10;14;17;19"
46,36.591550805757905,9.146903190602202,-20.106301249141218,-11.171434438596055,-11.171392904705,0.9247489921782893,16,"16;58;41;22;3;47;29;10;54;35;16;61;42;23;4;49","13;12;10;10;6;3;1;0;0;1;2;6;7;14;12;13"
49,-36.66485317972227,9.743452182433124,-23.216459693759024,-11.500359674204006,-11.500359674204006,0.8779269095544543,16,"49;4;23;42;61;16;35;54;10;29;48;3;22;41;60;15","19;17;14;10;6;3;1;0;0;1;3;6;10;14;17;19"
50,-30.000000000000107,9.200231496956384,-24.273219406981006,-11.847542893125254,-11.947834369069412,0.8596188081295807,16,"8;24;40;56;8;24;40;56;8;24;40;56;8;24;40;56","28;17;14;10;6;3;1;0;0;1;4;6;13;14;17;19"
51,-23.388920222067483,9.232008389326143,-26.0906576746071,-11.56741424912414,-11.720614844699275,0.8075306291764913,16,"33;46;58;7;20;32;45;58;6;19;32;46;57;6;18;31","28;24;14;13;6;4;1;0;0;1;3;8;13;19;24;27"
52,-9.991647939310443,9.230700371655299,-27.906416861318224,-10.75917034464998,-10.945344643909376,0.7436718328210682,16,"22;28;33;39;45;50;56;61;3;8;14;19;25;31;36;42","31;31;25;16;9;5;2;0;0;2;5;9;16;24;31;31"
55,9.992386362965474,9.21429954895517,-27.58380193298455,-10.839885026796532,-11.016837618081961,0.7453394225920782,16,"42;36;31;25;19;14;8;3;61;56;50;45;39;33;28;22","31;31;25;16;9;5;2;0;0;2;5;9;16;23;31;31"
56,23.280824609550418,9.20430730661505,-26.392291683078298,-11.445358440547375,-11.687400153988957,0.8078449482492965,16,"31;18;6;57;44;32;19;6;58;45;32;20;8;58;46;33","27;24;14;13;8;4;1;0;0;1;3;8;13;19;24;27"
57,29.999999999999897,9.205544011215355,-26.957799335144557,-11.927971679259993,-11.994079366406085,0.8605367140137945,16,"56;40;24;8;56;40;24;8;56;40;24;8;56;40;24;8","19;23;14;10;6;3;1;0;0;1;3;6;10;14;17;23"
58,36.809521601114724,9.77135209256516,-23.269813080757196,-11.582474478845787,-11.582474478845787,0.8779269095544543,16,"16;60;44;22;3;48;29;10;54;35;16;61;42;23;4;49","19;17;14;10;6;3;1;0;0;1;3;6;10;14;17;19"
59,43.42705631542698,9.938258824771957,-18.19993902503039,-10.444779413039512,-9.11815525827523,0.9339484415713027,16,"37;15;57;35;13;55;33;11;47;31;9;51;30;7;49;27","13;12;10;7;5;8;1;0;0;1;2;5;7;10;12;13"
60,-43.36298157578067,10.14914776405709,-19.33130940212336,-11.162336865508514,-10.215584758468857,0.9235137229346205,16,"27;49;7;31;49;9;31;57;11;33;55;13;33;57;15;38","13;16;10;7;5;0;1;0;0;1;2;5;7;10;12;13"
61,-39.99888499751525,10.290884971746408,-24.37326326634632,-11.983116900194489,-11.983132983373865,0.8708232895305672,16,"38;58;15;35;56;13;33;54;10;31;51;8;29;49;6;26","19;17;14;10;6;3;1;0;0;1;3;6;10;14;21;19"
62,-33.356026311389115,10.222210297419114,-26.60367516884786,-11.243000488295177,-11.24303093675251,0.7999637376741694,16,"60;14;31;49;2;20;38;55;9;26;44;62;15;33;50;4","27;24;19;13;8;4;1;0;0;1;4;8;13;19;24;27"
69,33.356026311389115,10.222210297419117,-26.603675168847857,-11.243000488295177,-11.243030936752508,0.7999637376741695,16,"4;50;33;15;62;44;26;9;55;38;20;2;49;31;14;60","27;24;19;13;8;4;1;0;0;1;4;8;13;19;24;27"
70,40.001248556559666,10.210712906333193,-23.425685015792105,-11.900840217768124,-11.92599393065521,0.8779269095544542,16,"26;6;49;29;8;51;31;10;54;33;13;56;35;15;58;38","19;17;14;10;6;3;1;0;0;1;3;6;10;14;17;19"
71,43.43253655778983,10.565380474184323,-22.30393499318093,-11.13416573201524,-11.13416573201524,0.8956624693229521,16,"37;15;57;35;13;55;33;11;53;31;9;51;29;7;49;27","19;12;10;10;6;2;1;0;0;1;2;5;10;10;12;25"
72,-49.97494057874348,11.428936360023158,-21.94790188307861,-10.957371103498232,-10.957306936428594,0.9342276876047991,16,"8;33;57;18;42;3;27;52;12;37;61;22;46;7;31;56","13;12;10;7;5;2;1;0;0;1;2;5;7;10;12;13"
73,-39.99996839477266,11.041496703148198,-26.353152903778696,-11.87165627977939,-11.91673878796998,0.8126408521712508,16,"38;58;15;35;56;13;33;54;10;31;51;8;29;49;6;26","27;24;14;13;6;3;1;0;0;1;3;8;10;19;24;27"
81,33.3607336592722,10.92771252859443,-27.291593945546712,-10.389443026494899,-10.38945383297001,0.7420472561638103,16,"4;50;33;15;62;44;26;9;55;38;20;2;49;31;14;60","31;31;25;16;9;5;2;0;0;2;5;9;16;25;31;31"
82,39.9965717094346,10.800125260683984,-25.066081836853904,-11.697080660533938,-12.066216225257287,0.826672842116507,16,"26;6;49;29;8;51;31;10;54;33;13;56;35;15;58;38","19;24;14;13;6;3;1;0;0;1;4;8;10;19;24;27"
83,49.97494057874348,11.428936360023158,-21.94790188307861,-10.95737110349823,-10.957306936428594,0.9342276876047991,16,"56;31;7;46;22;61;37;12;52;27;3;42;18;57;33;8","13;12;10;7;5;2;1;0;0;1;2;5;7;10;12;13"
84,-49.78976108235379,11.693287304012387,-21.784570701922426,-11.03540727742017,-11.035437446740088,0.9118826639929939,16,"8;35;57;18;42;5;27;52;12;37;61;22;46;7;31;56","19;12;14;10;5;2;1;0;0;1;2;5;7;10;12;14"
