niche_id,grid_x,grid_y,quality_train,quality_validation,descriptor_peak_deg_train,descriptor_hpbw_deg_train,descriptor_peak_deg_validation,descriptor_hpbw_deg_validation,visit_count,retained_niche,decision_phase_codes,decision_attenuator_codes,constraint_robust_psll
62,2,5,0.2740627275191006,0.27406176679164646,-33.356026311389115,10.222210297419114,-33.14428407902118,10.208330788614358,8,1,"60;14;31;49;2;20;38;55;9;26;44;62;15;33;50;4","27;24;19;13;8;4;1;0;0;1;4;8;13;19;24;27",-1.243000488295177
69,9,5,0.2740627275191006,0.2740617667916465,33.356026311389115,10.222210297419117,33.56913130434245,10.243934268955933,25,1,"4;50;33;15;62;44;26;9;55;38;20;2;49;31;14;60","27;24;19;13;8;4;1;0;0;1;4;8;13;19;24;27",-1.243000488295177
70,10,5,0.254072691988473,0.25333798006070324,40.001248556559666,10.210712906333193,40.201288896102355,10.254891121430525,43,1,"26;6;49;29;8;51;31;10;54;33;13;56;35;15;58;38","19;17;14;10;6;3;1;0;0;1;3;6;10;14;17;19",-1.900840217768124
71,11,5,0.2775183555455344,0.2775183555455344,43.43253655778983,10.565380474184323,43.613826819944855,10.601692252607833,18,1,"37;15;57;35;13;55;33;11;53;31;9;51;29;7;49;27","19;12;10;10;6;2;1;0;0;1;2;5;10;10;12;25",-1.1341657320152407
72,0,6,0.2832249082794813,0.2832270006131742,-49.97494057874348,11.428936360023158,-49.76207188245247,11.362536390236365,5,1,"8;33;57;18;42;3;27;52;12;37;61;22;46;7;31;56","13;12;10;7;5;2;1;0;0;1;2;5;7;10;12;13",-0.9573711034982324
73,1,6,0.2549277929183797,0.253608065091321,-39.99996839477266,11.041496703148198,-39.76635065733761,10.990695819467831,6,1,"38;58;15;35;56;13;33;54;10;31;51;8;29;49;6;26","27;24;14;13;6;3;1;0;0;1;3;8;10;19;24;27",-1.8716562797793905
81,9,6,0.30236244510215704,0.3023620689207477,33.3607336592722,10.92771252859443,33.611773981032954,10.958586656255484,8,1,"4;50;33;15;62;44;26;9;55;38;20;2;49;31;14;60","31;31;25;16;9;5;2;0;0;2;5;9;16;25;31;31",-0.3894430264948987
82,10,6,0.26010336272531875,0.24928100605715714,39.9965717094346,10.800125260683984,40.23997266521857,10.854450358878601,8,1,"26;6;49;29;8;51;31;10;54;33;13;56;35;15;58;38","19;24;14;13;6;3;1;0;0;1;4;8;10;19;24;27",-1.6970806605339384
83,11,6,0.2832249082794814,0.2832270006131742,49.97494057874348,11.428936360023158,50.189094033230646,11.492184957743653,5,1,"56;31;7;46;22;61;37;12;52;27;3;42;18;57;33;8","13;12;10;7;5;2;1;0;0;1;2;5;7;10;12;13",-0.9573711034982306
84,0,7,0.2806917422106992,0.2806907672657465,-49.78976108235379,11.693287304012387,-49.582130637801065,11.607993468978385,10,1,"8;35;57;18;42;5;27;52;12;37;61;22;46;7;31;56","19;12;14;10;5;2;1;0;0;1;2;5;7;10;12;14",-1.0354072774201697
