accepted,proposal,best_validation_score,motif_classes_found,exact_references_found
163,173,0.613988432003,5,0
164,174,0.613988432003,5,0
165,175,0.613988432003,5,0
166,176,0.613988432003,5,0
167,177,0.613988432003,5,0
168,178,0.613988432003,5,0
169,179,0.613988432003,5,0
170,180,0.613988432003,5,0
171,181,0.613988432003,5,0
172,182,0.613988432003,5,0
173,183,0.613988432003,5,0
174,184,0.613988432003,5,0
175,185,0.613988432003,5,0
176,186,0.613988432003,5,0
177,187,0.613988432003,5,0
178,188,0.613988432003,5,0
179,189,0.613988432003,5,0
180,190,0.613988432003,5,0
181,191,0.613988432003,5,0
182,192,0.613988432003,5,0
183,193,0.613988432003,5,0
184,194,0.613988432003,5,0
185,195,0.613988432003,5,0
186,196,0.613988432003,5,0
187,197,0.613988432003,5,0
188,198,0.613988432003,5,0
189,199,0.613988432003,5,0
190,200,0.613988432003,5,0
191,201,0.613988432003,5,0
192,202,0.613988432003,5,0
193,203,0.613988432003,5,0
194,204,0.613988432003,5,0
195,205,0.613988432003,5,0
196,206,0.613988432003,5,0
197,207,0.613988432003,5,0
198,208,0.613988432003,5,0
199,209,0.613988432003,5,0
200,210,0.613988432003,5,0
