evaluations,elapsed_seconds,coverage,qd_score,best_quality
14464,24.069632475,0.73,209.67664718254113,1.2123772898419303
14592,24.289911755,0.7325,210.3865808690356,1.2123772898419303
14720,24.499371304,0.7325,210.5081770669959,1.2123772898419303
14848,24.710251806,0.7325,210.5898319068991,1.2123772898419303
14976,24.910012693,0.7325,210.66280786702717,1.2123772898419303
15104,25.117003295,0.7325,210.72667128728216,1.2123772898419303
15232,25.323556641,0.7325,210.83240858598805,1.2123772898419303
15360,25.536330235,0.7325,210.88663262945255,1.2123772898419303
15488,25.745147536,0.7325,210.966028901723,1.2123772898419303
15616,25.955718568,0.7325,211.014449309133,1.2123772898419303
15744,26.169496504,0.7325,211.08993648344332,1.2123772898419303
15872,26.384004891,0.7325,211.1611698069958,1.2123772898419303
16000,26.58978536,0.735,211.78824779567537,1.2123772898419303
16128,26.799242028,0.735,211.83969507644886,1.2123772898419303
16256,27.005660323,0.7375,212.49334800650882,1.2123772898419303
16384,27.21715147,0.7375,212.56006999985408,1.2123772898419303
16512,27.421279172,0.7375,212.63463674878108,1.2079054519311538
16640,27.630720183,0.7375,212.6724349682293,1.2079054519311538
16768,27.844210277,0.74,213.3570219464137,1.2079054519311538
16896,28.059568901,0.74,213.39455401180373,1.2079054519311538
17024,28.278275996,0.74,213.4434321497514,1.2079054519311538
17152,28.494169194,0.74,213.4784186009296,1.2079054519311538
17280,28.702749318,0.74,213.53438926273293,1.2079054519311538
17408,28.907927385,0.74,213.56840657827007,1.2057619800402444
17536,29.121264947,0.74,213.5990565605517,1.2057619800402444
17664,29.341703655,0.74,213.61491591539783,1.2057619800402444
17792,29.552571446,0.74,213.63094757395044,1.2057619800402444
17920,29.768285151,0.74,213.63207411801696,1.2057619800402444
18048,29.978095928,0.74,213.67395241055678,1.2057619800402444
18176,30.194406998,0.74,213.7002029851183,1.2057619800402444
18304,30.400802755,0.7425,214.44820398574987,1.2057619800402444
18432,30.615650813,0.7425,214.49504103755226,1.2057619800402444
18560,30.828912911,0.7425,214.5036432306146,1.2057619800402444
18688,31.046013746,0.7425,214.51162696598558,1.2057619800402444
18816,31.25470249,0.7425,214.56593509670458,1.2057619800402444
18944,31.459804446,0.7425,214.6194544549947,1.2057619800402444
19072,31.667525041,0.7425,214.64326806445897,1.2057619800402444
19200,31.893676183,0.7425,214.66415402662477,1.2057619800402444
19328,32.099239907,0.7425,214.70308520184486,1.2057619800402444
19456,32.308231251,0.7425,214.78324912880245,1.2057619800402444
19584,32.514000643,0.7425,214.79518811624212,1.2057619800402444
19712,32.716986077,0.7425,214.88718980938458,1.2057619800402444
19840,32.924194515,0.7425,214.92240165458597,1.2057619800402444
19968,33.136210187,0.7425,214.96055892867895,1.2057619800402444
20096,33.337550134,0.7425,215.04013186342658,1.2057619800402444
