evaluations,elapsed_seconds,coverage,qd_score,best_quality
12160,20.293256102,0.7475,213.2933137506908,1.147063003898958
12288,20.510216412,0.7475,213.40305971233565,1.147063003898958
12416,20.716699886,0.75,214.07472086533667,1.147063003898958
12544,20.924112437,0.75,214.12914775152333,1.147063003898958
12672,21.133610079,0.75,214.15469504214656,1.147063003898958
12800,21.361875388,0.7525,214.86679206208694,1.147063003898958
12928,21.576708672,0.7525,214.9804105592108,1.147063003898958
13056,21.790113515,0.7575,216.2354777251216,1.147063003898958
13184,22.003681357,0.7575,216.3072475282642,1.147063003898958
13312,22.227303031,0.7575,216.37475769501597,1.147063003898958
13440,22.436676433,0.7575,216.41573965660365,1.147063003898958
13568,22.648786599,0.7575,216.4509443520647,1.147063003898958
13696,22.859978017,0.7575,216.59436641316807,1.147063003898958
13824,23.072448998,0.76,217.2368857321062,1.147063003898958
13952,23.281878361,0.7625,217.9578696928998,1.147063003898958
14080,23.490184713,0.7625,217.99547077949302,1.147063003898958
14208,23.700388349,0.765,218.62010089665142,1.147063003898958
14336,23.914679029,0.7675,219.25590465410923,1.147063003898958
14464,24.126078239,0.7675,219.29861659496336,1.147063003898958
14592,24.331191636,0.7675,219.3055415179381,1.147063003898958
14720,24.549194961,0.7675,219.3392749468358,1.147063003898958
14848,24.757671685,0.7675,219.43070376380743,1.147063003898958
14976,24.970325202,0.7675,219.47851602293838,1.147063003898958
15104,25.185656883,0.7675,219.4983487021195,1.147063003898958
15232,25.405309848999998,0.7675,219.55828402936044,1.147063003898958
15360,25.612297497,0.7675,219.63752754898553,1.147063003898958
15488,25.821675613,0.7675,219.70380652195655,1.147063003898958
15616,26.033584395,0.7675,219.7576876194013,1.147063003898958
15744,26.248474947,0.7675,219.77853923712567,1.147063003898958
15872,26.45983842,0.7675,219.79507755228752,1.147063003898958
16000,26.668020647,0.7675,219.82415561039213,1.147063003898958
16128,26.872650812,0.7675,219.9058444419304,1.147063003898958
16256,27.078901025,0.77,220.51821373953683,1.1431243917081717
16384,27.285059069,0.77,220.60039471816293,1.1431243917081717
16512,27.495589259,0.77,220.6384171735858,1.1431243917081717
16640,27.705582895,0.77,220.66740276163537,1.1431243917081717
16768,27.906323767,0.77,220.7303827135211,1.1431243917081717
16896,28.119495881,0.77,220.8038805226666,1.1431243917081717
17024,28.328816728,0.77,220.90828917206898,1.1431243917081717
17152,28.542596518,0.77,220.92122879114882,1.1431243917081717
17280,28.751223248,0.77,220.94904716530692,1.1431243917081717
17408,28.971152115,0.77,220.9899465684109,1.1431243917081717
17536,29.184193735,0.77,221.0710484867301,1.1431243917081717
17664,29.390474359,0.77,221.0957459155156,1.1431243917081717
17792,29.601315823,0.77,221.16660540768325,1.1431243917081717
17920,29.808067232,0.77,221.18503774984586,1.1431243917081717
18048,30.017616963,0.77,221.20365563292665,1.1431243917081717
18176,30.23123064,0.77,221.23263236747158,1.1431243917081717
18304,30.459559813,0.77,221.28338998190932,1.1431243917081717
18432,30.668971621,0.77,221.3770726483007,1.1431243917081717
18560,30.875213451,0.77,221.39853050659707,1.1431243917081717
18688,31.081246874,0.77,221.44759133364943,1.1431243917081717
18816,31.288311014,0.77,221.48591131147577,1.1431243917081717
18944,31.500711836,0.77,221.5117906041218,1.1431243917081717
19072,31.70776617,0.77,221.53221919216398,1.1431243917081717
19200,31.918408275,0.77,221.59347908534465,1.1431243917081717
19328,32.126288298,0.7725,222.249758874609,1.1431243917081717
19456,32.333506861,0.7725,222.40175716854884,1.1431243917081717
19584,32.549112665,0.7725,222.4425947718702,1.1431243917081717
19712,32.759439179,0.7725,222.47011752932772,1.1431243917081717
19840,32.965944474,0.7725,222.51417431717206,1.1431243917081717
19968,33.175314931,0.7725,222.54441008723353,1.1431243917081717
20096,33.383287179,0.7725,222.56142372471297,1.1431243917081717
